id,code,SMILES,reference,molecular_weight,emission_solid,emission_aggr,features_id,mechanism_id
210,BPN-BBT,c1ccc(cc1)N(c1ccc(cc1)-c1c2N=S=Nc2c(c2N=S=Nc12)-c1ccc(cc1)N(c1ccccc1)c1cccc2ccccc12)c1cccc2ccccc12,,781,,,AIE,ICT
213,cm-n,c12nc(c3ccccc3)c(c4ccccc4)nc1cc5nc(c6ccccc6)c(c7ccccc7)nc5c2,,486.6,450,,AIE,neutral aromatic
214,Phoenix-1,N#C/C(C#N)=C1C2=C(C=CC=C2)C(/C/1=C(C=C(/C=C/c3ccc(N(c4ccccc4)c5ccccc5)cc3)O6)\C=C6/C=C/c7ccc(N(c8ccccc8)c9ccccc9)cc7)=C(C#N)/C#N,,859,,916,AIE,ICT
215,NAP-Ph,CN(C)c1cc2ccc(/C=C(C#N)/c3ccc(c4ccccc4)cc3)c(OC)c2cc1,,404.19,566,558,AIE,ICT
216,NAP-Br,CN(C)c1cc2ccc(/C=C(C#N)/c3ccc(Br)cc3)c(OC)c2cc1,,406.07,597,554,AIE,ICT
217,NAP-CF3,CN(C)c1cc2ccc(/C=C(C#N)/c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(OC)c2cc1,,464.13,555,592,AIE,ICT
218,NAP-Py,CN(C)c1cc2ccc(/C=C(C#N)/c3ccc(c4ccncc4)cc3)c(OC)c2cc1,,405.18,619,578,AIE,ICT
219,NAP-Py+,CN(C)c1cc2ccc(/C=C(C#N)/c3ccc(c4cc[n+](C)cc4)cc3)c(OC)c2cc1,,565.17,676,656,AIE,ICT
220,CS-Py+SO3-,CCN(CC)c1c(OCCCCCCCC)cc(/C=C(C#N)/c2ccc(c3cc[n+](CCCS(=O)([O-])=O)cc3)cc2)cc1,,603.8,679,672,AIE,ICT
221,CS-Py+,CCN(CC)c1c(OCCCCCCCC)cc(/C=C(C#N)/c2ccc(c3cc[n+](C)cc3)cc2)cc1,"J. Am. Chem. Soc. 2019, 141, 16781−16789",458,685,666,AIE,ICT
224,ABCXF,CN(C)c1ccc(/C=C/C=C(C#N)/c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,"Biomaterials, 2020, 242, 119924",410.1218,646,584,AIE,ICT
225,TVQE,O=C(C)Oc1ccc(C[n+]2ccc(/C=C/c3ccc(N(c4ccccc4)c5ccccc5)cc3)c6ccccc62)cc1,"Chem. Sci., 2020, 11, 7676-7684",627.582,739,,AIE,ICT
226,IVP-02,CC[n+]1ccc(/C=C/c2c3ccccc3[nH]c2)cc1,"Chem. Sci., 2020, 11, 7676-7684",394.301,575,,AIE,ICT
227,IVP-22,CC[n+]1ccc(/C=C/c2c3ccccc3n(CC)c2)cc1,"Chem. Sci., 2020, 11, 7676-7684",422.355,,,AIE,ICT
228,IVP-42,CC[n+]1ccc(/C=C/c2c3ccccc3n(CCCC)c2)cc1,"Chem. Sci., 2020, 11, 7676-7684",450.409,,,AIE,ICT
229,IVP-04,CCCC[n+]1ccc(/C=C/c2c3ccccc3[nH]c2)cc1,"Chem. Sci., 2020, 11, 7676-7684",422.355,,,AIE,ICT
230,IVP-06,CCCCCC[n+]1ccc(/C=C/c2c3ccccc3[nH]c2)cc1,"Chem. Sci., 2020, 11, 7676-7684",450.409,,,AIE,ICT
231,IVP-62,CC[n+]1ccc(/C=C/c2c3ccccc3n(CCCCCC)c2)cc1,"Adv. Mater., 2018, 30, 1706856. ACS Nano, 2018, 12, 7936-7945",478.463,,,AIE,ICT
232,TQ-BPN,c12nc(c3ccccc3)c(c4ccccc4)nc1c(c5ccc(N(c6cccc7ccccc67)c8ccccc8)cc5)c9nsnc9c2c%10ccc(N(c%11ccccc%11)c%12c%13ccccc%13ccc%12)cc%10,"Nano Today, 2020, 34, 100893. ACS Nano, 2018, 12, 11282-11293",927,810,,AIE,ICT
233,BPN-BBT,c1ccc(cc1)N(c1ccc(cc1)-c1c2N=S=Nc2c(c2N=S=Nc12)-c1ccc(cc1)N(c1ccccc1)c1cccc2ccccc12)c1cccc2ccccc12,"Nat. Commun., 2018, 9, 1848",781,950,,AIE,ICT
234,DTE-TPECM,FC(C(F)(F)C1(F)F)(F)C(c2cc(c3ccc(/C(c4ccccc4)=C(c5ccc(/C(C)=C(C#N)/C#N)cc5)\c6ccccc6)cc3)sc2C)=C1c7c(C)sc(c8ccc(/C(c9ccccc9)=C(c%10ccc(/C(C)=C(C#N)/C#N)cc%10)\c%11ccccc%11)cc8)c7,"Chem, 2019, 5, 2657-2677",1209,540,,AIE,ICT
235,OTPA-TQ1,CCCCCCCCOc1ccc(N(c2ccc(c3c4c(nc(c5ccccc5)c(c6ccccc6)n4)c(c7ccc(N(c8ccc(OCCCCCCCC)cc8)c9ccc(OCCCCCCCC)cc9)cc7)c%10nsnc3%10)cc2)c%11ccc(OCCCCCCCC)cc%11)cc1,"Chem, 2019, 5, 2657-2677",1340,894,,AIE,ICT
236,OTPA-TQ2,C#Cc1ccc(c2nc3c(c4ccc(N(c5ccc(OCCCCCCCC)cc5)c6ccc(OCCCCCCCC)cc6)cc4)c7nsnc7c(c8ccc(N(c9ccc(OCCCCCCCC)cc9)c%10ccc(OCCCCCCCC)cc%10)cc8)c3nc2c%11ccc(C#C)cc%11)cc1,"Chem, 2019, 5, 2657-2677",1388,911,,AIE,ICT
237,OTPA-TQ3,CCCCCCCCOc1ccc(N(c2ccc(c3c4c(nc(c5ccc(C#Cc6ccccc6)cc5)c(c7ccc(C#Cc8ccccc8)cc7)n4)c(c9ccc(N(c%10ccc(OCCCCCCCC)cc%10)c%11ccc(OCCCCCCCC)cc%11)cc9)c%12nsnc3%12)cc2)c%13ccc(OCCCCCCCC)cc%13)cc1,"Biomaterials, 2020, 248, 120036",1540,910,,AIE,ICT
238,PTZ-BT-TPA,CCCCCCCCN1c2ccc(c3c4nsnc4c(c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc3)cc2Sc8cc(c9ccc(c%10ccc(N(c%11ccccc%11)c%12ccccc%12)cc%10)c%13nsnc%139)ccc18,"Chem. Sci., 2020,  DOI: 10.1039/D0SC03423A",1066,655,,AIE,ICT
239,MTPE-TP1,COc1ccc(/C(c2ccc(OC)cc2)=C(c3ccccc3)/c4ccc(c5sc(c6ccc(/C(c7ccccc7)=C(c8ccc(OC)cc8)/c9ccc(OC)cc9)cc6)c%10nccnc%105)cc4)cc1,"Chem. Sci., 2020, DOI: 10.1039/D0SC03423A",917,660,,AIE,ICT
240,MTPE-TP2,COc1ccc(/C(c2ccc(OC)cc2)=C(c3ccccc3)/c4ccc(c5sc(c6ccc(/C(c7ccccc7)=C(c8ccc(OC)cc8)/c9ccc(OC)cc9)cc6)c%10nc(c%11ccccc%11)c(c%12ccccc%12)nc%105)cc4)cc1,"Chem. Sci., 2020, DOI: 10.1039/D0SC03423A",1069,678,,AIE,ICT
241,MTPE-TP3,COc1ccc(/C(c2ccc(OC)cc2)=C(c3ccccc3)/c4ccc(c5sc(c6ccc(/C(c7ccccc7)=C(c8ccc(OC)cc8)/c9ccc(OC)cc9)cc6)c%10nc(c%11ccc(/C(c%12ccccc%12)=C(c%13ccccc%13)/c%14ccccc%14)cc%11)c(c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)\c%18ccccc%18)cc%15)nc%105)cc4)cc1,"Angew. Chem. Int. Ed. 2020 , 59 , 9470",1578,685,,AIE,ICT
242,4TPA-BQ,Cc1c[n+]2c(c3ccc(N(c4ccccc4)c5ccccc5)cc3)c(c6ccc(N(c7ccccc7)c8ccccc8)cc6)c9cc(N(c%10ccccc%10)c%11ccccc%11)ccc9c2c(c%12ccc(N(c%13ccccc%13)c%14ccccc%14)cc%12)c1,,1235.4491,570,,AIE,ICT
249,APA,c12c(CN(Cc3ccccn3)Cc4ncccc4)c5ccccc5cc1cccc2,"Angew. Chem. Int. Ed. 2019, 58, 14911 –14914",,461,,AIE,neutral aromatic
250,ASQ,CN(C)c1ccc(/C=C/c2nc3ccccc3[nH]c2=O)cc1,"Adv. Sci. 2020, 2001845",643,577,560,AIE,ICT
251,TSSAM,C[n+]1c2ccccc2c(/C=C/c3sc(c4sc(c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc4)cc3)c8ccccc81.FC(F)(S(=O)([O-])=O)F,"ACS Materials Lett. 2020, 2, 1033–1040",641,950,,AIE,ICT
252,TSAM,C[n+]1c2ccccc2c(/C=C/c3sc(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc3)c7ccccc71.FC(F)(S(=O)([O-])=O)F,"ACS Materials Lett. 2020, 2, 1033–1040",637,847,,AIE,ICT
253,TAM,C[n+]1c2ccccc2c(/C=C/c3ccc(N(c4ccccc4)c5ccccc5)cc3)c6ccccc61.FC(F)(S(=O)([O-])=O)F,"ACS Materials Lett. 2020, 2, 1033–1040",485,818,,AIE,ICT
254,TFPy,C[n+]1ccc(/C=C/c2oc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc2)cc1,"Angew. Chem. Int. Ed. 2020, 59, 9610–9616",492,660,,AIE,ICT
255,TFVP,C[N+](C)(C)CCC[n+]1ccc(/C=C/c2oc(c3ccc(N(c4ccccc4)c5ccccc5)cc3)cc2)cc1.[Br-].[Br-],"Angew. Chem. Int. Ed. 2020, 59, 9610–9616",490,672,,AIE,ICT
256,TPE-TFPy,C[n+]1ccc(/C=C/c2oc(c3ccc(N(c4ccc(/C(c5ccccc5)=C(c6ccccc6)/c7ccccc7)cc4)c8ccccc8)cc3)cc2)cc1,"Angew. Chem. Int. Ed. 2020, 59, 9610–9616",348,664,,AIE,ICT
257,TTV,c1(c2sccc2)ccc(N(c3ccccc3)c4ccccc4)cc1,"Chem. Sci., 2019,10, 3494-3501",383,402,,AIE,ICT
258,TTB,c1(c2sc(c3ccc(/C(c4ccccc4)=C(c5ccccc5)\c6ccccc6)cc3)cc2)ccc(N(c7ccccc7)c8ccccc8)cc1,"Chem. Sci., 2019,10, 3494-3501",398,482,,AIE,ICT
259,TTG,O=Cc1sc(c2ccc(N(c3ccccc3)c4ccccc4)cc2)cc1,"Chem. Sci., 2019,10, 3494-3501",410,531,,AIE,ICT
260,TTY,O=Cc1sc(c2ccc(N(c3ccc(OC)cc3)c4ccc(OC)cc4)cc2)cc1,"Chem. Sci., 2019,10, 3494-3501",438,580,,AIE,ICT
261,TTO,O=Cc1ccc(c2sc(c3ccc(N(c4ccc(OC)cc4)c5ccc(OC)cc5)cc3)cc2)s1,"Chem. Sci., 2019,10, 3494-3501",443,612,,AIE,ICT
262,TTR,O=Cc1sc(c2ccc(c3sc(c4ccc(N(c5ccc(OC)cc5)c6ccc(OC)cc6)cc4)cc3)s2)cc1,"Chem. Sci., 2019,10, 3494-3501",484,649,,AIE,ICT
263,TTDR,N#C/C(C#N)=C/c1sc(c2ccc(N(c3ccccc3)c4ccccc4)cc2)cc1,"Chem. Sci., 2019,10, 3494-3501",512,667,,AIE,ICT
264,TTNIR,COc1ccc(N(c2ccc(OC)cc2)c3ccc(c4sc(c5ccc(/C=C(C#N)/C#N)s5)cc4)cc3)cc1,"Chem. Sci., 2019,10, 3494-3501",470,724,,AIE,ICT
265,PN-BTZ-Cz,c12c(c(N(c3ccccc3)c4cccc5ccccc45)ccc2n6c7ccccc7c8ccccc68)nsn1,"ACS Omega 2018, 3, 16347−16356 ",466,,,AIE,ICT
266,DP-BTZ-Cz,c12c(c(N(c3ccccc3)c4ccccc4)ccc2n5c6ccccc6c7ccccc57)nsn1,"ACS Omega 2018, 3, 16347−16356 ",,,,AIE,ICT
269,AMP-2HBT,CC(=O)COC1=CC(O)=C(C=C1)C1=NC2=C(S1)C=CC=C2,"ACS Appl. Mater. Interfaces, 2018, 10, 11436-11442.",351,482,,AIE,ESIPT
270,SA-4CO2Na,Oc1c(/C=N/N=C/c2c(O)ccc(CN(CC(O[Na])=O)CC(O[Na])=O)c2)cc(CN(CC(O[Na])=O)CC(O[Na])=O)cc1,"ACS Appl. Mater. Interfaces, 2018, 10, 14410-14417",362,541,,AIE,ESIPT
272,IND,O=C(c1ccccc1C/2=O)C2=C/c3ccc(N(CCCC)CCCC)cc3,"Mater. Horiz., 2019, 6, 546-553",364,639,,AIE,ICT
273,AIE-Mito-TPP,Oc1c(/C=N/N=C/c2c(O)cc(OCCCCCC[P+](c3ccccc3)(c4ccccc4)c5ccccc5)cc2)ccc(OCCCCCC[P+](c6ccccc6)(c7ccccc7)c8ccccc8)c1,"Adv. Funct. Mater. 2018, 1804362",427,505,,AIE,ESIPT
278,TBP,c1(c(ccc2c3ccncc3)c4c2nsn4)ccc(N(c5ccccc5)c6ccccc6)cc1,"J. Mater. Chem. B, 2020, 8, 1516",,621,,AIE,ICT
279,TBP-1,CC[n+]1ccc(c2c3c(c(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc2)nsn3)cc1.[Br-],"Small Methods 2020, 2000046",,705,,AIE,ICT
280,TBP-2,C[N+](C)(C)CCC[n+]1ccc(c2c3c(c(c4ccc(N(c5ccccc5)c6ccccc6)cc4)cc2)nsn3)cc1.[Br-].[Br-],"Small Methods 2020, 2000046",,685,,AIE,ICT
281,CSMPP,CN(CC1)CCN1c2ccc(/C=C(C#N)/c3ccc(c4ccncc4)cc3)cc2,"Chem. Sci., 2020, 11, 3152",436,509,,AIE,ICT
283,4(TPE-COO)-TPP,O=C(c1ccc(/C(c2ccccc2)=C(c3ccccc3)/c4ccccc4)cc1)Oc5ccc(c6c([N]7)C=Cc7c(c8ccc(OC(c9ccc(/C(c%10ccccc%10)=C(c%11ccccc%11)/c%12ccccc%12)cc9)=O)cc8)c%13[nH]c(cc%13)c(c%14ccc(OC(c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)\c%18ccccc%18)cc%15)=O)cc%14)c([N]%19)C=Cc%19c(c%20ccc(OC(c%21ccc(/C(c%22ccccc%22)=C(c%23ccccc%23)/c%24ccccc%24)cc%21)=O)cc%20)c%25[nH]c6cc%25)cc5,"Chin. Chem. Lett., 2019, 30  143–148",382,715,,AIE,ICT
285,TPE-Gal,OCC(O1)C(O)C(O)C(O)C1n2nnc(CCCOc3ccc(/C(c4ccc(OCCCc5nnn(C6C(O)C(O)C(O)C(CO)O6)c5)cc4)=C(c7ccc(/C(c8ccccc8)=C(C#N)\C#N)cc7)/c9ccccc9)cc3)c2,"Anal. Chem. 2019, 91, 6836−6843",,580,,AIE,neutral aromatic
286,TPE-Man,OCC(O1)C(O)C(O)C(O)C1c2nnn(CCCOc3ccc(/C(c4ccc(OCCCn5nnc(C6C(O)C(O)C(O)C(CO)O6)c5)cc4)=C(c7ccc(/C(c8ccccc8)=C(C#N)\C#N)cc7)/c9ccccc9)cc3)c2,"Anal. Chem. 2019, 91, 6836−6843",422,580,,AIE,neutral aromatic
289,TPE-DOX,O=C(OCc1cc(C)cc(COC(NC2CC(CC3CC(C)(O)Cc4c(O)c(C(c5cccc(OC)c5C6=O)=O)c6c(O)c43)OC(C)C2O)=O)c1OCc7ccc(B8OC(C)(C)C(C)(C)O8)cc7)c9ccc(/C(c%10ccccc%10)=C(c%11ccccc%11)\c%12ccccc%12)cc9,"RSC Adv., 2018, 8, 10975–10979",205,480,,AIE,neutral aromatic
290,(Z)-TPEDEPy,c1(C#Cc2ccncc2)ccc(/C(c3ccccc3)=C(c4ccccc4)\c5ccc(C#Cc6ccncc6)cc5)cc1,"J. Phys. Chem. B 2018, 122, 2165−2176",204,480,,AIE,neutral aromatic
291,(E)-TPEDEPy,c1(C#Cc2ccncc2)ccc(/C(c3ccccc3)=C(c4ccccc4)/c5ccc(C#Cc6ccncc6)cc5)cc1,"J. Phys. Chem. B 2018, 122, 2165−2176",,510,,AIE,neutral aromatic
292,(E)-TPEDEPy-DBz,c1(C#Cc2cc[n+](Cc3ccccc3)cc2)ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccc(C#Cc7cc[n+](Cc8ccccc8)cc7)cc6)cc1,"J. Mater. Chem. B, 2018, 6, 1279--1285",,570,,AIE,ICT
293,TBZPy,C[n+]1ccc(/C=C/c2ccc(c3c4nsnc4c(c5ccc(N(c6ccccc6)c7ccccc7)cc5)cc3)cc2)cc1.[I-],"Adv. Funct. Mater. 2020, 2002057",,622,,AIE,ICT
294,MTBZPy,C[n+]1ccc(/C=C/c2ccc(c3c4nsnc4c(c5ccc(N(c6ccc(OC)cc6)c7ccc(OC)cc7)cc5)cc3)cc2)cc1.[I-],"Adv. Funct. Mater. 2020, 2002058",,637,,AIE,ICT
295,TNZPy,C[n+]1ccc(/C=C/c2ccc(c3c4nsnc4c(c5ccc(N(c6ccccc6)c7ccccc7)cc5)c8ccccc83)cc2)cc1.[I-],"Adv. Funct. Mater. 2020, 2002059",,666,,AIE,ICT
296,MTNZPy,C[n+]1ccc(/C=C/c2ccc(c3c4nsnc4c(c5ccc(N(c6ccc(OC)cc6)c7ccc(OC)cc7)cc5)c8ccccc83)cc2)cc1.[I-],"Adv. Funct. Mater. 2020, 2002060",,681,,AIE,ICT
297,PXZ-TBP-CN,N#Cc1ccc(c2c(c3ccccc3)cc(c4ccc(N5c6ccccc6Oc7ccccc75)cc4)c(c8ccccc8)c2)cc1,10.1002/ajoc.202000133,,458,495,AIE,ICT
298,TPECNPB,C/C(C)=C(c1cc[n+](Cc2ccc(B(O)O)cc2)cc1)\c3ccc(/C(c4ccccc4)=C(c5ccc(OC)cc5)/c6ccc(OC)cc6)cc3.[Br-],"Adv. Optical Mater. 2020, 2001119",,,625,AIE,ICT
300,2TPE-2NDTA,O=C(c1c(S/C(S2)=C(c3ccc(/C(c4ccccc4)=C(c5ccccc5)/c6ccccc6)cc3)/C#N)c2c(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C7=O)=O)c8c7c(S/C(S9)=C(\C(C#N)=C%10Sc%11c%12c%13c(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C%12=O)=O)c%14c(S/C(S%14)=C(c%15ccc(/C(c%16ccccc%16)=C(c%17ccccc%17)\c%18ccccc%18)cc%15)/C#N)c%19c%13c(C(N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C%19=O)=O)c%11S/%10)C#N)c9c%20c81)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C%20=O,"Nat. Commun., 2019, 10, 768",,,,AIE,ICT
301,COTh,c12ccsc1c3sccc3c4ccsc4c5sccc25,"Nat. commun. 2019, 10, 2952",,,520,AIE,neutral aromatic
302,DCDMF-BP-PXZ,CC(c1cc(n2c3ccc(C(c4ccc(N5c6ccccc6Oc7ccccc75)cc4)=O)cc3c8ccccc28)ccc19)(C)c%10c9ccc(n%11c%12ccccc%12c%13ccccc%11%13)c%10,"Adv. Optical Mater. 2020, 2001027",,540,,AIE,ICT
303,DCDPF-BP-PXZ,O=C(c1ccc(N2c3ccccc3Oc4ccccc42)cc1)c5ccc6n(c7ccc(c8ccc(n9c%10ccccc%10c%11ccccc9%11)cc8C%12(c%13ccccc%13)c%14ccccc%14)c%12c7)c%15ccccc%15c6c5,"Adv. Optical Mater. 2020, 2001028",,530,,AIE,ICT
304,DCSBF-BP-PXZ,O=C(c1ccc(N2c3ccccc3Oc4ccccc42)cc1)c5ccc6n(c7ccc(c8ccc(n9c%10ccccc%10c%11ccccc9%11)cc8C%12%13c%14ccccc%14c%15ccccc%15%13)c%12c7)c%16ccccc%16c6c5,"Adv. Optical Mater. 2020, 2001029",,527,,AIE,ICT
305,TPE-NA,c1(/C(c2ccccc2)=C(c3ccc(c4cccc5cccc(c6ccc(/C(c7ccccc7)=C(c8ccccc8)/c9ccccc9)cc6)c54)cc3)\c%10ccccc%10)ccccc1,"Adv. Mater. Interfaces 2020, 2000795",,,458,AIE,ICT
309,DAMB-SA,C[C@@]12C(CCc3cc(/N=C/c4c(O)cccc4)c(Br)cc32)[C@](C)(C(OC)=O)CCC1," Nat Commun 12, 1773 (2021).",469.1,575,535,AIE,ESIPT
310,DAMB-SAB,C[C@@]12C(CCc3cc(/N=C/c4c(O)c(C(C)(C)C)cc(C(C)(C)C)c4)c(Br)cc32)[C@](C)(C(OC)=O)CCC1," Nat Commun 12, 1773 (2022).",480.2,575,532,AIE,ESIPT
311,DAMB-SAN,C[C@@]12C(CCc3cc(/N=C/c4c(O)ccc([N+]([O-])=O)c4)c(Br)cc32)[C@](C)(C(OC)=O)CCC1," Nat Commun 12, 1773 (2023).",514.1,575,532,AIE,ESIPT
312,DB-BCZ,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c3ccc(c4cc(n5c6ccccc6c7ccccc57)cc(n8c9ccccc9c%10ccccc8%10)c4)cc3)c(C)c1,"Journal of Molecular Structure, Volume 1228, 2021, 129721",817.65,,410,AIE,ICT
313,0-PP-2SMe,CSc1ccc(c2c(c3c(c4c(c5ccc(SC)cc5)cccc4)cccc3)cccc2)cc1,"Nat Commun 12, 167 (2021).",474.1476,,400,AIE,neutral aromatic
314,0-TP-2Py,c1(c2ccncc2)c(c3c(c4c(c5ccncc5)cccc4)cccc3)cccc1,"Nat Commun 12, 167 (2022).",384.1426,,370,AIE,neutral aromatic
315,o-PP-2CN,N#Cc1ccc(c2c(c3c(c4c(c5ccc(C#N)cc5)cccc4)cccc3)cccc2)cc1,"Nat Commun 12, 167 (2023).",432.1626,,470,AIE,neutral aromatic
316,SPOC-SQ,[O-]C1=C(N(c2ccc(Cl)cc2)c3ccc(Cl)cc3)C(/C1=[N+](c4ccc(Cl)cc4)/c5ccc(Cl)cc5)=O,"J. Am. Chem. Soc. 2021, 143, 10, 3856–3864",551.9966,,525,AIE,ICT
317,TBTO,CC[N+](CC)([O-])c1ccc(N(c2ccc([N+](CC)([O-])CC)cc2)c3ccc(c4c5c(c(c6ccc(N(c7ccc([N+](CC)([O-])CC)cc7)c8ccc([N+](CC)([O-])CC)cc8)cc6)cc4)nsn5)cc3)cc1,"iScience, Volume 24, Issue 3, 2021, 102261",971.5,,610,AIE,ICT
318,o-TPBQ,Cc1c[n+]2c(c3ccccc3)c(c4ccccc4)c5ccccc5c2c(c6ccccc6)c1,"Chem. Sci., 2021,12, 709-717",422.1903,,450,AIE,ICT
320,TQ-BPN,c12c(c(c3ccc(N(c4ccccc4)c5cccc6ccccc56)cc3)c7nc(c8ccccc8)c(c9ccccc9)nc7c2c%10ccc(N(c%11c%12ccccc%12ccc%11)c%13ccccc%13)cc%10)nsn1,"Chem. Res. Chin. Univ. 37, 171–176 (2021).",,,800,AIE,ICT
321,TPEBe-I(TPEBe-ATP),CC[n+]1c2ccccc2sc1/C=C/c3ccc(C(c4ccccc4)C(c5ccccc5)c6ccccc6)cc3,"Chemical Research in Chinese Universities volume 37, pages166–170 (2021)",,,680,AIE,ICT
322,ABCXF,CN(C)c1ccc(/C=C/C=C(C#N)/c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,"Mater. Chem. Front., 2021,5, 1853-1862",410.1218,,590,AIE,ICT
323,OTTAB,Nc1c(N)c(C2=CC=C(c3ccc(N(c4ccc(OCCCCCCCC)cc4)c5ccc(OCCCCCCCC)cc5)cc3)S2)c6c(c1C7=CC=C(c8ccc(N(c9ccc(OCCCCCCCC)cc9)c%10ccc(OCCCCCCCC)cc%10)cc8)S7)nsn6,"Nature Communications volume 12, Article number: 960 (2021) ",1388.6452,,615,AIE,ICT
324,TPE-CN,c1(C(C(c2ccccc2)c3ccccc3)c4ccc(/C=N/N=C/c5ccc(C(C(c6ccccc6)c7ccccc7)c8ccccc8)cc5)cc4)ccccc1,"J. Am. Chem. Soc. 2021, 143, 5, 2433–2440",717.327,,480,AIE,neutral aromatic
325,CoTAPc,Nc1cc2c(N=C(c3ccc(N)cc34)N5C4=Nc6c7ccc(N)cc7c8n6[Co]95N%10C(c%11cc(N)ccc%11C%10=N8)=N%12)n9c%12c2cc1,"Energy Environ. Sci., 2021,14, 483-492",,,,AIE,ICT
326,CoTMAPc,C[N+](C)(C)c1cc2c(N=C(c3ccc([N+](C)(C)C)cc34)N5C4=Nc6c7ccc([N+](C)(C)C)cc7c8n6[Co]95N%10C(c%11cc([N+](C)(C)C)ccc%11C%10=N8)=N%12)n9c%12c2cc1,"Energy Environ. Sci., 2021,14, 483-492",,,,AIE,ICT
327,C6-BD,Oc1c(/C=N/N=C/c2ccc(OCCCCCC[n+]3ccccc3)cc2)ccc4ccccc41,"Mater. Chem. Front., 2021,5, 2724-2729",,,,AIE,ESIPT
328,DTPA-BT-M,COc1ccc(N(c2ccc(OC)cc2)c3ccc(c4ccc(c5ccc(N(c6ccc(OC)cc6)c7ccc(OC)cc7)cc5)c8c4nsn8)cc3)cc1,"Mater. Chem. Front., 2021,5, 1872-1883",,,650,AIE,ICT
329,TPE-DMAB,C[N+](C)(Cc1ccc(B(O)O)cc1)c2ccc(C(c3ccccc3)C(c4ccccc4)c5ccc([N+](C)(Cc6ccc(B(O)O)cc6)C)cc5)cc2,"Mater. Chem. Front., 2021,5, 1830-1835",,,,AIE,ICT
330,TIOdB,CCC[n+]1c(c2ccccc2)c(c3ccccc3)c4ccc(/C(c5cc6c[n+](CCC)c(c7ccccc7)c(c8ccccc8)c6cc5)=C(c9ccc(OC)cc9)/c%10ccc(OC)cc%10)cc4c1,"Mater.Horiz.,2020,7,3005--3010",,,543,AIE,ICT
331,CHE,COc1c(OC)c2c[n+](C)c3c4cc(OCO5)c5cc4ccc3c2cc1,"Mater. Horiz., 2020, 7, 2696--2701",,584,,AIE,ICT
332,TPE-PTB,CC(C)(C)c1ccc(n2c3c4ccccc4c5ccccc5c3nc2c6sc(c7c8c(c(c9ccc(C(C(c%10ccccc%10)c%11ccccc%11)c%12ccccc%12)cc9)cc7)nsn8)cc6)cc1,"ACS Nano 2020, 14, 16840−16853 ",,,,AIE,ICT
333,TNZ,c12c(cc3ccccc3c2c4ccc(N(c5ccccc5)c6ccccc6)cc4)nsn1,"J. Mater. Chem. C, 2020, 8, 14146--14154",,635,,AIE,ICT
334,PyTNZ,c12c(c(c3ccc4ccc5cccc6c5c4c3cc6)c7ccccc7c2c8ccc(N(c9ccccc9)c%10ccccc%10)cc8)nsn1,"J. Mater. Chem. C, 2020, 8, 14146--14155",,657,,AIE,ICT
335,PheTNZ,c12c(c(c3cc4ccccc4c5ccccc53)c6ccccc6c2c7ccc(N(c8ccccc8)c9ccccc9)cc7)nsn1,"J. Mater. Chem. C, 2020, 8, 14146--14156",,658,,AIE,ICT
336,NpTNZ,c12c(c(c3cc4ccccc4cc3)c5ccccc5c2c6ccc(N(c7ccccc7)c8ccccc8)cc6)nsn1,"J. Mater. Chem. C, 2020, 8, 14146--14157",,656,,AIE,ICT
337,DCQA,CCn1c2cc(/C=C/c3cc[n+](CCCC[N+](C)(C)C)c4ccccc34)ccc2c5ccc(N(c6ccccc6)c7ccccc7)cc51,"Mater. Horiz., 2021,8, 1816-1824",,,,AIE,ICT
338,TPE-2BA,OB(O)c1ccc(/C(c2ccccc2)=C(c3ccccc3)/c4ccc(B(O)O)cc4)cc1,"Mater. Horiz., 2021,8, 1816-1824",,480,,AIE,neutral aromatic
339,PTZ1,CCCN1c2ccccc2Sc2cc(\C=C(/C#N)c3nc4ccccc4s3)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,650,672,AIE,ICT
340,PTZ2,CCCN1c2ccccc2Sc2cc(\C=C(/C#N)c3nc4ccccc4o3)ccc12,"J. Mater. Chem. C, 2019, 7, 4185-4190",,655,671,AIE,ICT
341,PTZ3,[H]n1c(nc2ccccc12)C(=C\c1ccc2N(CCC)c3ccccc3Sc2c1)\C#N,"J. Mater. Chem. C, 2019, 7, 4185-4190",,656,647,AIE,ICT
